student_id,department,specialization,current_year,semester,gender,cgpa,semester_gpa,cgpa_trend,backlog_count,internal_marks_avg,assignment_submission_rate,lab_performance_score,project_score,academic_risk_score,attendance_percentage,classes_missed,attendance_trend,lms_login_frequency,course_completion_rate,video_watch_percentage,quiz_attempt_rate,study_hours_per_week,club_participation_score,hackathon_count,technical_event_participation,leadership_score,extracurricular_score,fee_delay_days,scholarship_status,financial_stress_score,mentor_meetings_count,mentor_feedback_score,intervention_history_count,counseling_sessions,communication_score,presentation_score,teamwork_score,coding_score,aptitude_score,problem_solving_score,database_score,web_development_score,ai_ml_score,cloud_score,cybersecurity_score,linkedin_profile_score,resume_score,github_activity_score,portfolio_score,certification_count,career_readiness_score,mock_interview_score,group_discussion_score,placement_readiness_score,placement_probability,internship_count,industry_project_count,open_source_contributions,motivation_score,stress_score,time_management_score,consistency_score,academic_risk_band,dropout_risk_band,placement_risk_band,recommended_intervention,recommended_career_path,recommended_certification,recommended_course_track
STU202611667,Information Technology,Data Analytics,First Year,2,Male,8.75,9.01,Stable,0,85.56,88.2,100.0,82.67,9.77,97.28,1,Stable,12,92.46,89.66,92.76,33,40.64,0,4,57.21,53.27,0,Partial Scholarship,26.77,5,78.24,0,2,58.68,66.58,49.9,83.36,85.93,76.96,85.58,73.91,83.92,86.5,80.34,40.74,74.22,48.31,77.07,4,78.31,91.08,64.25,66.8,36.3,0,1,0,68.09,40.83,79.72,71.89,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202611668,Information Technology,Data Analytics,Final Year,8,Female,7.39,7.31,Stable,2,60.87,82.02,81.38,77.93,50.13,74.71,11,Declining,6,75.9,71.31,68.77,18,93.16,3,3,56.65,63.94,0,No Scholarship,19.74,6,46.66,2,1,62.26,65.22,61.64,73.9,65.13,65.18,62.57,65.54,72.51,63.36,69.49,73.8,52.89,32.51,66.55,1,61.34,66.55,64.96,68.42,49.09,1,0,1,52.82,65.67,40.59,58.03,Medium,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611669,Information Technology,Enterprise Systems,Second Year,3,Female,7.88,7.77,Upward,0,76.07,82.86,80.57,73.68,25.04,78.83,10,Stable,14,80.88,89.49,77.5,25,37.42,0,1,42.27,47.44,1,No Scholarship,40.66,5,58.3,0,0,52.05,54.31,56.74,81.22,68.76,64.29,58.31,58.66,51.08,70.47,69.61,41.21,49.35,55.56,58.25,2,56.13,59.59,53.56,53.12,27.74,0,1,0,64.3,50.25,66.72,73.54,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611670,Computer Engineering,Cloud Computing,Third Year,5,Male,8.63,8.74,Stable,0,79.06,93.63,81.98,86.08,15.52,90.7,4,Declining,20,88.29,94.31,80.35,22,53.35,1,5,75.11,59.13,18,Fully Funded,71.71,5,74.22,0,3,70.11,78.32,85.62,77.18,70.56,74.17,79.96,59.8,58.18,79.27,75.24,77.71,78.33,57.9,66.95,4,83.39,74.99,78.4,67.49,77.17,1,1,0,53.64,73.96,59.16,68.06,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Placement Fast Track
STU202611671,Electrical Engineering,Renewable Energy,Second Year,3,Male,8.52,8.64,Stable,0,91.99,92.9,90.48,86.47,13.37,83.09,8,Stable,12,82.48,79.99,83.27,23,45.83,1,4,65.52,80.09,6,Partial Scholarship,22.09,5,75.96,0,0,57.37,61.4,62.29,81.8,80.52,81.45,84.94,67.42,75.13,85.46,80.95,48.54,70.52,54.1,71.84,3,69.17,64.02,64.54,76.02,35.38,2,0,0,84.96,35.97,75.26,70.2,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611672,AI & Data Science,Business Intelligence,Third Year,5,Male,8.0,7.88,Downward,1,82.63,91.1,90.97,78.76,28.92,80.92,9,Stable,17,87.28,77.27,66.49,13,51.21,0,3,71.67,69.84,4,Partial Scholarship,30.68,5,66.71,0,1,75.34,74.25,77.68,64.13,55.9,50.47,55.11,70.6,71.82,52.66,66.98,60.07,55.39,23.65,73.93,2,69.22,79.49,82.21,55.97,50.53,1,0,2,59.57,43.48,60.21,41.82,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611673,Electrical Engineering,Renewable Energy,Third Year,6,Male,8.55,8.9,Upward,0,91.03,88.86,100.0,88.13,10.19,91.43,4,Improving,22,87.7,96.94,83.53,15,51.44,1,5,64.91,69.58,0,Partial Scholarship,33.57,5,72.42,0,0,38.97,50.91,53.2,56.31,78.27,74.84,74.38,49.67,61.85,42.41,68.51,50.72,44.8,52.53,69.3,2,57.75,62.37,49.17,61.54,66.78,1,0,0,73.05,43.25,62.21,87.25,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611674,Civil Engineering,Environmental Engineering,Third Year,6,Female,7.96,8.19,Upward,0,77.57,90.24,88.88,66.81,9.46,92.7,3,Stable,19,90.19,80.83,81.19,30,67.09,1,3,67.93,68.23,0,No Scholarship,31.24,5,66.01,1,0,70.06,71.02,70.16,42.73,83.18,71.36,67.79,53.39,54.75,58.76,74.99,62.47,67.36,40.65,55.1,2,65.2,84.09,65.24,56.2,62.5,0,0,2,68.02,35.11,72.31,68.75,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611675,Information Technology,Data Analytics,Second Year,4,Male,7.76,8.01,Downward,1,74.09,85.06,73.36,63.75,34.46,82.56,8,Improving,15,68.11,75.59,72.72,15,50.66,1,2,25.89,35.86,0,No Scholarship,36.32,6,54.29,1,0,65.1,60.88,56.85,66.96,72.98,69.53,60.96,65.96,58.43,48.62,73.5,55.46,71.33,44.41,64.49,3,71.59,80.92,63.15,59.18,25.41,0,0,0,58.45,53.0,59.97,37.7,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611676,AI & Data Science,Big Data Engineering,First Year,2,Male,7.64,7.2,Downward,0,66.73,76.85,76.92,68.08,15.03,77.73,10,Stable,17,79.89,78.03,93.61,9,77.31,1,2,71.36,58.7,5,No Scholarship,19.23,5,53.96,2,0,69.36,65.44,77.14,69.29,64.64,66.06,66.15,79.27,72.96,76.67,56.1,73.85,59.36,47.02,65.05,3,74.25,77.51,70.04,57.03,29.22,0,1,0,49.5,49.27,44.07,54.89,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202611677,Computer Engineering,Cloud Computing,Final Year,8,Male,9.11,8.78,Stable,0,82.33,92.58,92.89,83.22,19.72,87.86,5,Stable,24,88.02,85.95,86.65,31,65.47,1,4,56.88,63.83,3,Fully Funded,71.41,5,78.12,0,1,78.0,82.92,71.94,78.7,74.21,72.64,68.55,56.05,59.85,53.75,65.15,63.63,84.07,75.38,72.38,1,78.49,84.17,75.6,71.3,76.61,1,2,1,81.86,65.03,68.69,78.82,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Placement Fast Track
STU202611678,Information Technology,Data Analytics,Final Year,7,Female,8.36,8.7,Downward,1,85.01,89.08,85.47,80.73,26.82,85.62,6,Stable,17,77.96,90.26,85.7,19,68.07,1,3,62.56,63.52,6,Partial Scholarship,50.21,5,61.42,0,3,81.02,77.95,79.05,67.87,69.86,54.12,67.57,54.03,63.92,69.57,83.34,65.03,65.66,68.88,70.94,2,78.51,86.37,74.33,69.35,71.66,2,1,0,53.85,59.8,66.35,58.35,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Placement Fast Track
STU202611679,AI & ML,Computer Vision,First Year,1,Male,9.28,9.47,Downward,0,80.76,100.0,92.93,85.14,12.03,92.03,4,Stable,20,96.38,93.96,89.4,27,35.56,3,4,54.81,49.58,5,Partial Scholarship,55.54,4,86.86,0,3,61.43,66.4,64.93,68.21,91.02,83.4,77.48,58.67,80.56,52.54,78.95,48.46,63.39,58.52,69.38,3,75.38,69.91,68.64,65.44,37.4,0,2,0,65.51,49.52,71.55,72.01,Low,Low,High,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202611680,Information Technology,Information Security,Second Year,4,Male,8.59,9.07,Stable,0,84.55,89.82,76.68,84.35,9.66,89.12,5,Stable,15,88.28,100.0,89.77,29,38.36,1,4,72.69,65.21,1,Partial Scholarship,24.9,5,70.35,0,0,68.67,72.08,62.56,80.97,69.02,58.54,58.61,53.17,45.53,48.54,73.59,67.0,48.87,54.78,67.35,1,56.79,60.77,67.17,62.78,32.71,1,0,0,79.96,26.71,54.63,68.27,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611681,AI & ML,Deep Learning,Second Year,3,Male,7.56,7.37,Stable,0,69.19,84.53,70.41,65.84,28.01,80.71,9,Stable,14,75.15,78.04,71.94,8,5.65,0,2,47.56,42.34,24,No Scholarship,60.19,6,63.18,0,0,46.31,51.16,44.44,63.2,61.62,53.46,53.36,40.7,36.49,39.19,57.62,42.93,36.59,31.27,40.47,0,37.72,54.55,49.91,49.39,28.58,0,0,0,66.89,64.86,46.95,70.52,Low,Medium,High,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611682,Information Technology,Information Security,Final Year,8,Male,7.11,7.16,Stable,0,73.81,72.55,76.1,74.47,20.34,74.78,11,Stable,6,70.39,73.19,66.71,9,68.13,2,6,42.28,44.16,2,No Scholarship,41.19,6,53.71,2,0,72.35,61.15,73.91,92.71,58.41,62.76,70.74,66.73,59.12,74.48,78.32,72.49,74.73,50.41,61.86,3,81.62,63.51,74.45,66.25,63.21,1,2,3,39.53,54.81,44.64,56.69,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202611683,Civil Engineering,Transportation Engineering,First Year,1,Male,7.77,7.89,Stable,1,72.13,87.64,78.03,71.25,26.77,84.86,7,Improving,15,73.91,75.71,87.43,21,60.01,1,4,60.98,64.2,0,No Scholarship,28.72,5,64.39,0,0,72.89,69.3,63.86,38.66,65.73,62.24,77.75,38.01,36.29,54.44,66.12,65.8,57.98,44.84,49.44,3,72.46,78.82,69.21,48.27,21.3,0,1,0,61.51,48.13,52.16,63.25,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611684,AI & Data Science,Big Data Engineering,First Year,1,Male,8.74,8.07,Upward,0,83.6,84.33,86.99,83.8,15.04,95.4,2,Stable,15,89.56,87.93,78.23,28,67.56,2,5,43.22,61.23,3,Partial Scholarship,30.52,5,85.57,0,0,58.25,49.55,57.91,72.07,66.97,63.81,81.35,71.25,82.49,70.25,79.5,55.07,53.93,51.56,64.97,3,66.66,69.78,39.92,57.31,37.06,0,1,0,72.25,20.86,74.02,80.14,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202611685,Computer Engineering,Cloud Computing,First Year,1,Female,7.75,7.74,Stable,1,75.28,86.16,78.99,71.28,29.26,85.13,7,Stable,15,76.43,83.53,75.46,24,81.85,0,5,60.73,60.87,2,No Scholarship,27.19,6,57.87,0,0,58.62,55.1,71.12,64.07,57.01,53.5,59.18,56.9,53.83,60.2,70.04,68.88,58.19,51.15,60.53,3,67.66,66.86,63.22,49.4,23.67,0,0,0,58.56,64.42,57.66,64.94,Low,Low,High,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611686,AI & Data Science,Business Intelligence,Third Year,6,Male,9.05,8.98,Stable,1,82.73,96.19,91.93,78.44,23.02,94.48,2,Stable,12,80.43,74.1,80.84,27,60.2,0,4,62.9,63.62,12,Partial Scholarship,48.28,5,77.67,1,0,71.53,69.1,81.08,71.95,74.33,71.26,55.72,63.51,85.12,69.88,67.01,71.07,64.92,56.78,79.72,2,80.5,86.6,80.12,61.2,66.39,0,2,0,60.23,43.7,62.49,68.4,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202611687,AI & Data Science,Big Data Engineering,Final Year,7,Male,8.49,7.97,Downward,1,94.16,89.82,90.29,70.32,30.1,80.88,9,Stable,18,83.31,83.25,84.49,12,70.89,1,4,71.24,60.72,10,Partial Scholarship,34.04,5,62.23,0,0,75.19,64.56,82.94,86.2,95.04,89.9,68.05,71.66,94.13,72.65,69.82,73.56,55.57,55.39,74.57,3,82.48,82.21,78.51,74.98,70.46,0,2,3,76.15,48.62,65.4,52.33,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202611688,AI & Data Science,Big Data Engineering,Second Year,4,Female,7.96,8.05,Stable,2,76.63,84.46,68.33,75.81,44.84,81.23,8,Stable,16,74.88,83.0,78.14,17,71.64,2,6,72.63,57.02,0,No Scholarship,34.63,5,60.99,0,0,71.75,66.1,67.81,88.98,63.36,67.99,77.71,66.21,90.06,70.86,81.04,59.18,55.21,69.76,71.71,2,65.38,94.39,74.16,68.47,23.73,0,0,0,55.32,69.47,56.37,83.58,Medium,Medium,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202611689,AI & Data Science,Business Intelligence,First Year,1,Male,7.73,7.44,Stable,2,76.47,73.42,79.99,67.76,47.62,85.34,7,Improving,18,75.51,80.74,72.94,15,51.77,1,3,47.07,49.38,6,No Scholarship,22.99,6,62.67,0,1,61.08,62.3,60.06,71.94,62.32,52.01,63.32,52.16,89.44,62.46,69.02,50.32,53.82,39.39,49.47,0,53.73,67.68,56.41,52.78,18.92,0,2,0,42.08,63.03,55.62,63.56,Medium,Medium,Critical,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611690,Mechanical Engineering,Robotics & Automation,Third Year,6,Female,8.92,9.36,Upward,0,85.84,91.5,79.38,83.47,5.89,87.27,6,Stable,19,92.88,81.46,73.93,25,54.2,0,3,69.35,55.39,4,Partial Scholarship,43.83,5,77.48,0,0,68.63,71.15,67.28,46.7,72.06,71.36,59.66,36.81,10.0,46.68,52.55,70.9,59.85,4.06,42.32,1,53.66,71.93,70.39,53.57,70.63,0,0,1,46.62,53.58,67.83,61.22,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Placement Fast Track
STU202611691,AI & ML,Computer Vision,First Year,1,Male,6.81,7.19,Stable,3,62.74,76.35,77.05,78.28,70.61,80.53,9,Stable,10,73.52,68.65,74.05,19,97.56,1,7,47.1,70.5,0,No Scholarship,22.6,6,61.67,0,0,88.07,86.57,82.01,83.86,44.95,56.86,59.62,66.99,82.09,71.99,72.45,79.93,73.87,58.85,71.16,2,81.68,83.05,78.88,55.99,15.9,0,1,1,45.05,66.56,36.63,53.96,High,Medium,Critical,Mandatory Peer Tutoring & Weekly Mentor Review,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611692,Information Technology,Data Analytics,First Year,2,Male,7.45,7.63,Stable,0,71.27,76.13,76.03,70.39,25.92,82.01,8,Stable,20,77.2,70.89,72.86,17,70.97,2,6,62.57,63.65,14,No Scholarship,61.07,6,63.41,1,3,67.57,71.59,74.8,81.35,69.48,76.43,65.47,85.42,65.24,69.55,79.45,76.01,66.05,43.23,75.81,2,80.59,81.8,62.59,63.13,29.52,0,3,0,39.9,70.2,49.86,63.45,Low,Medium,High,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Academic Support & Catch-Up Track
STU202611693,Electrical Engineering,Power Systems,Final Year,7,Female,9.39,9.43,Upward,0,86.41,100.0,90.59,86.79,13.9,93.9,3,Declining,24,90.52,83.56,92.37,33,84.2,0,3,85.38,68.56,2,Partial Scholarship,36.57,5,78.17,2,2,88.29,94.92,84.55,63.43,87.8,69.07,71.78,65.04,49.84,57.31,78.68,84.61,75.11,47.47,66.1,3,82.93,90.5,80.81,78.05,81.33,2,0,0,81.99,35.45,68.65,86.91,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Placement Fast Track
STU202611694,AI & Data Science,Business Intelligence,Final Year,8,Female,8.82,8.66,Stable,0,87.53,84.54,88.33,75.58,16.77,88.16,5,Stable,17,91.31,90.33,79.92,21,86.38,2,4,67.31,63.93,23,Partial Scholarship,35.21,5,75.15,0,0,59.17,56.67,61.91,84.79,85.75,83.29,72.38,68.34,74.12,73.67,68.95,67.83,68.74,56.66,63.84,3,74.54,71.29,73.81,75.55,78.42,1,0,1,56.22,47.14,54.45,83.77,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Placement Fast Track
STU202611695,Computer Engineering,Cloud Computing,Final Year,7,Male,8.64,8.62,Stable,0,85.69,86.16,85.06,81.34,14.94,87.19,6,Stable,14,88.97,84.54,81.22,21,99.52,3,6,77.17,48.87,7,Partial Scholarship,39.14,5,67.43,0,1,73.21,75.17,69.01,94.67,80.14,81.91,75.31,69.08,83.49,63.42,79.9,82.01,66.12,70.61,83.92,0,71.03,78.87,66.31,89.92,84.82,3,2,0,62.75,35.08,73.34,68.48,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202611696,Civil Engineering,Environmental Engineering,Second Year,4,Male,8.55,8.62,Downward,0,77.44,75.69,85.85,69.17,15.06,86.02,6,Stable,20,85.95,90.11,73.61,18,48.48,0,0,32.74,36.26,2,Partial Scholarship,27.62,5,50.6,0,0,58.27,52.5,42.68,23.03,82.42,58.92,51.53,21.11,21.3,52.05,62.24,57.0,45.13,21.48,46.81,1,46.92,63.27,49.51,41.2,27.29,0,0,0,64.13,38.81,55.92,63.03,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611697,Computer Engineering,Software Engineering,Second Year,4,Male,6.81,6.61,Stable,0,64.21,73.11,75.5,75.88,23.35,78.64,10,Stable,8,70.59,52.38,65.59,16,43.09,2,3,54.92,49.06,1,No Scholarship,32.51,6,47.01,0,1,63.29,64.11,60.73,72.44,65.26,64.61,54.33,70.39,67.69,72.36,78.03,72.56,53.02,74.6,72.42,2,66.97,80.36,62.88,59.01,26.28,0,0,4,45.77,51.54,56.49,58.91,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cybersecurity Analyst,CompTIA Security+,Academic Support & Catch-Up Track
STU202611698,Electronics & Telecommunication,IoT,Final Year,7,Female,8.09,8.77,Stable,0,75.41,83.69,80.59,69.55,22.5,79.35,9,Stable,20,74.35,73.12,82.44,8,58.98,0,2,44.5,50.68,0,Partial Scholarship,19.64,5,57.18,0,0,61.02,62.85,61.24,43.29,62.07,42.71,58.55,49.42,28.44,46.16,45.94,65.12,50.13,18.62,51.3,1,54.04,65.78,58.61,39.45,54.26,0,0,0,64.43,23.36,65.19,66.65,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611699,Mechanical Engineering,Thermal Engineering,First Year,2,Female,7.21,7.85,Stable,0,72.21,78.22,75.3,68.84,22.87,80.27,9,Declining,16,84.06,70.99,72.77,18,66.53,1,5,68.23,76.45,6,No Scholarship,54.26,6,62.13,0,0,67.76,77.46,71.78,33.88,66.99,49.3,65.86,55.83,38.71,60.48,59.58,77.38,56.32,38.7,58.31,2,64.35,61.23,64.19,41.1,25.42,0,0,1,56.05,49.09,50.03,58.42,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611700,AI & Data Science,Business Intelligence,First Year,1,Male,8.39,8.5,Stable,0,79.91,84.65,86.8,74.85,16.45,87.81,5,Improving,22,85.66,74.31,80.89,23,56.85,0,3,58.72,52.49,0,Partial Scholarship,22.85,5,63.54,2,0,57.1,60.23,65.36,49.23,67.43,46.11,51.67,59.93,75.34,51.66,68.91,47.6,46.9,12.92,46.61,4,66.1,54.21,70.98,42.27,29.37,0,1,2,73.41,47.85,57.72,66.36,Low,Low,High,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611701,Computer Engineering,Full Stack Development,Second Year,4,Male,7.2,7.18,Stable,0,82.73,91.38,80.49,67.0,21.43,74.05,12,Declining,14,78.13,72.11,75.51,18,50.85,2,4,68.36,63.24,2,No Scholarship,50.3,6,58.95,2,4,50.58,49.66,57.19,69.73,72.89,61.27,64.36,60.36,46.43,75.04,51.02,59.76,51.99,38.28,57.84,2,61.27,76.07,62.86,69.76,32.14,2,0,0,58.4,32.01,65.11,48.14,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Full Stack Software Engineer,Microsoft Certified: Azure Developer Associate,Academic Support & Catch-Up Track
STU202611702,AI & Data Science,Business Intelligence,Final Year,8,Male,7.71,7.87,Stable,4,78.23,83.25,90.47,79.92,74.88,80.91,9,Declining,21,79.16,76.28,76.79,24,82.03,4,4,76.85,96.15,2,No Scholarship,45.63,5,50.88,1,0,74.23,78.45,74.39,60.35,81.73,71.1,51.73,89.08,88.88,69.1,60.94,79.71,58.83,52.93,73.05,1,67.71,81.61,73.43,73.55,37.0,2,0,0,65.06,86.32,44.17,73.41,High,High,High,Mandatory Peer Tutoring & Weekly Mentor Review,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Academic Support & Catch-Up Track
STU202611703,AI & ML,Deep Learning,Third Year,6,Male,8.73,8.72,Stable,0,85.58,88.84,89.29,82.12,9.65,97.08,1,Stable,9,82.3,86.0,89.12,20,66.75,1,4,73.36,76.54,0,Fully Funded,58.56,5,76.53,1,1,68.34,63.3,72.65,82.91,71.79,76.57,85.37,66.51,84.06,71.02,63.07,84.87,72.52,25.08,65.16,2,72.22,84.67,78.21,66.27,72.92,0,0,0,60.67,52.92,66.5,74.83,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Placement Fast Track
STU202611704,Civil Engineering,Structural Engineering,First Year,2,Male,9.02,8.75,Upward,0,85.25,99.35,100.0,98.48,15.35,93.63,3,Improving,18,94.84,93.94,91.96,18,92.27,2,6,65.64,55.65,4,Partial Scholarship,36.5,4,78.81,0,0,76.33,70.48,83.5,61.03,91.18,93.78,70.8,51.75,59.76,68.03,89.37,66.57,78.9,79.58,78.53,2,78.52,85.86,64.87,70.02,37.94,0,1,2,66.99,13.73,76.75,94.49,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Structural & Infrastructure Planner,Project Management Professional (PMP) Baseline,Research & Innovation Track
STU202611705,Computer Engineering,Full Stack Development,First Year,2,Male,9.22,8.89,Stable,0,82.35,95.17,94.79,95.24,11.65,92.22,3,Stable,25,97.59,87.09,89.51,25,79.79,3,4,58.57,53.04,5,Fully Funded,48.67,5,73.91,1,0,93.58,88.23,76.62,89.09,87.1,87.15,96.24,58.55,77.43,90.02,100.0,84.45,80.35,71.83,86.09,2,87.41,96.1,72.32,79.03,43.36,0,1,1,72.97,50.37,81.89,74.33,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,AI/ML Research Specialist,AWS Certified Machine Learning Specialty,Research & Innovation Track
STU202611706,Electronics & Telecommunication,IoT,Final Year,7,Female,8.35,8.8,Stable,0,75.59,97.26,90.07,85.38,5.56,94.19,3,Stable,21,90.65,79.4,83.32,23,71.26,1,5,69.89,66.01,0,Partial Scholarship,36.93,5,81.99,0,0,65.47,70.87,71.95,56.89,86.26,61.04,65.96,69.29,68.98,62.17,64.67,87.53,66.66,20.1,71.57,1,65.01,62.23,65.65,58.25,59.43,1,1,2,71.47,42.69,81.12,77.93,Low,Low,Medium,Routine Academic Mentoring & Growth Tracking,Core Electrical Grid Engineer,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611707,Electrical Engineering,Electric Vehicles,Final Year,8,Female,8.04,7.9,Upward,1,76.04,69.04,94.21,82.78,35.42,90.7,4,Stable,16,87.59,78.6,77.29,20,26.78,4,3,39.94,39.33,50,Partial Scholarship,50.83,5,80.72,0,1,67.25,68.23,65.0,79.59,87.9,83.0,62.51,83.68,81.92,87.98,81.8,56.53,67.67,53.53,64.46,2,74.08,77.19,70.01,79.06,63.48,1,2,0,58.38,57.28,53.91,69.14,Medium,Medium,Medium,Routine Academic Mentoring & Growth Tracking,Embedded Systems & IoT Engineer,PTC IoT Developer Certification,Academic Support & Catch-Up Track
STU202611708,AI & ML,Computer Vision,Third Year,5,Non-Binary,7.28,7.41,Downward,0,73.41,78.27,78.21,66.36,22.37,78.45,10,Declining,7,72.0,63.8,71.24,22,72.51,1,3,65.41,65.68,0,No Scholarship,12.34,6,47.75,1,0,85.47,84.26,75.59,62.22,72.7,73.17,57.84,71.8,66.12,59.55,63.16,69.41,58.4,41.92,54.48,3,74.13,78.28,88.96,68.24,66.95,1,0,1,60.93,37.08,58.07,50.6,Low,Low,Low,Routine Academic Mentoring & Growth Tracking,IT Systems Consultant,Project Management Professional (PMP) Baseline,Academic Support & Catch-Up Track
STU202611709,AI & ML,Machine Learning,First Year,1,Male,7.58,7.75,Downward,0,78.6,76.17,80.05,79.62,19.49,85.78,6,Declining,16,74.08,65.56,79.21,22,61.89,0,5,61.76,33.09,0,No Scholarship,31.83,6,62.09,0,0,60.16,55.11,68.82,87.52,60.37,67.68,84.86,70.91,67.19,85.43,56.25,52.29,48.54,65.26,79.68,1,63.33,70.47,67.38,57.42,31.0,0,1,1,61.39,32.32,68.91,49.98,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Cloud Solutions Architect,Google Cloud Professional Cloud Architect,Academic Support & Catch-Up Track
STU202611710,Mechanical Engineering,Robotics & Automation,Second Year,3,Male,9.36,9.68,Stable,0,92.78,87.35,76.84,86.23,11.27,94.21,3,Stable,22,86.41,85.52,92.06,26,66.01,0,2,85.73,65.72,6,Partial Scholarship,28.28,4,73.23,1,0,74.44,74.12,78.27,52.02,81.05,72.63,76.9,43.14,25.65,45.83,47.35,64.99,72.64,37.71,57.08,1,66.05,80.02,75.86,58.91,35.47,1,1,1,73.62,29.08,87.04,81.09,Low,Low,High,Routine Academic Mentoring & Growth Tracking,Product Design Engineer,Project Management Professional (PMP) Baseline,Entrepreneurship Track
